ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
1,condensed-matter-physics,30,Nanyang Technological University,Singapore,Singapore,100,79,"24,651",https://www.usnews.com/education/best-global-universities/nanyang-technological-university-503366
2,condensed-matter-physics,112,"University of Chinese Academy of Sciences, CAS",China,Beijing,97.6,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-chinese-academy-of-sciences-cas-529679
3,condensed-matter-physics,23,Tsinghua University,China,Beijing,93.7,81.3,N/A,https://www.usnews.com/education/best-global-universities/tsinghua-university-503146
4,condensed-matter-physics,102,"University of Science & Technology of China, CAS",China,Hefei,92.4,70.1,"18,573",https://www.usnews.com/education/best-global-universities/university-of-science-technology-of-china-cas-505547
5,condensed-matter-physics,51,Georgia Institute of Technology,United States,Atlanta,89.8,74.9,N/A,https://www.usnews.com/education/best-global-universities/georgia-institute-of-technology-139755
6,condensed-matter-physics,39,Peking University,China,Beijing,89.3,76.8,"31,994",https://www.usnews.com/education/best-global-universities/peking-university-501148
7,condensed-matter-physics,311,Soochow University - China,China,Suzhou,88.6,57.9,"49,131",https://www.usnews.com/education/best-global-universities/soochow-university-china-506714
8,condensed-matter-physics,3,Stanford University,United States,Stanford,85.9,95.2,"16,164",https://www.usnews.com/education/best-global-universities/stanford-university-243744
9,condensed-matter-physics,93,Zhejiang University,China,Hangzhou,85.8,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
10,condensed-matter-physics,256,Nankai University,China,Nankai,84.8,60.3,"31,322",https://www.usnews.com/education/best-global-universities/nankai-university-505981
11,condensed-matter-physics,26,National University of Singapore,Singapore,Singapore,82.7,80.4,"32,337",https://www.usnews.com/education/best-global-universities/national-university-of-singapore-505009
12,condensed-matter-physics,342,Wuhan University of Technology,China,Wuhan,81.9,56.4,"55,426",https://www.usnews.com/education/best-global-universities/wuhan-university-of-technology-506361
13,condensed-matter-physics,2,Massachusetts Institute of Technology (MIT),United States,Cambridge (U.S.),81.8,97.7,"11,415",https://www.usnews.com/education/best-global-universities/massachusetts-institute-of-technology-mit-166683
14,condensed-matter-physics,116,Fudan University,China,Shanghai,81.6,68.8,N/A,https://www.usnews.com/education/best-global-universities/fudan-university-500824
15,condensed-matter-physics,120,City University of Hong Kong,Hong Kong,Kowloon,80,68.5,"9,099",https://www.usnews.com/education/best-global-universities/city-university-of-hong-kong-502667
16,condensed-matter-physics,1,Harvard University,United States,Cambridge (U.S.),79.2,100,"21,887",https://www.usnews.com/education/best-global-universities/harvard-university-166027
17,condensed-matter-physics,260,Tianjin University,China,Tianjin,79,60.2,N/A,https://www.usnews.com/education/best-global-universities/tianjin-university-503557
18,condensed-matter-physics,186,University of Wollongong,Australia,Wollongong,78.9,63.6,"19,169",https://www.usnews.com/education/best-global-universities/university-of-wollongong-503195
19,condensed-matter-physics,271,Shenzhen University,China,Shenzhen,78.8,59.6,"38,240",https://www.usnews.com/education/best-global-universities/shenzhen-university-529041
20,condensed-matter-physics,109,Huazhong University of Science & Technology,China,Wuhan,78.3,69.1,"57,167",https://www.usnews.com/education/best-global-universities/huazhong-university-of-science-technology-505190
21,condensed-matter-physics,89,Shanghai Jiao Tong University,China,Shanghai,77.7,71.3,"37,478",https://www.usnews.com/education/best-global-universities/shanghai-jiao-tong-university-501915
22,condensed-matter-physics,123,Nanjing University,China,Nanjing,77.6,68.2,"36,426",https://www.usnews.com/education/best-global-universities/nanjing-university-503849
23,condensed-matter-physics,95,King Abdullah University of Science & Technology,Saudi Arabia,Thuwal,76.6,70.6,N/A,https://www.usnews.com/education/best-global-universities/king-abdullah-university-of-science-technology-510489
24,condensed-matter-physics,8,University of Cambridge,United Kingdom,Cambridge (U.K.),75.1,86.1,"20,385",https://www.usnews.com/education/best-global-universities/university-of-cambridge-502149
25,condensed-matter-physics,150,Wuhan University,China,Wuhan,74.5,66.2,N/A,https://www.usnews.com/education/best-global-universities/wuhan-university-503252
26,condensed-matter-physics,4,University of California Berkeley,United States,Berkeley,74.1,88.7,"40,921",https://www.usnews.com/education/best-global-universities/university-of-california-berkeley-110635
27,condensed-matter-physics,219,South China University of Technology,China,Guangzhou,73.7,61.9,"40,082",https://www.usnews.com/education/best-global-universities/south-china-university-of-technology-505115
28,condensed-matter-physics,219,Xi'an Jiaotong University,China,Xi'an,73.4,61.9,"44,942",https://www.usnews.com/education/best-global-universities/xian-jiaotong-university-503987
29,condensed-matter-physics,385,Zhengzhou University,China,Zhengzhou,73.1,54.9,N/A,https://www.usnews.com/education/best-global-universities/zhengzhou-university-502623
30,condensed-matter-physics,253,Beihang University,China,Beijing,72.5,60.5,N/A,https://www.usnews.com/education/best-global-universities/beihang-university-502158
31,condensed-matter-physics,95,Hong Kong University of Science & Technology,Hong Kong,Hong Kong,72.5,70.6,"9,864",https://www.usnews.com/education/best-global-universities/hong-kong-university-of-science-technology-503260
32,condensed-matter-physics,43,University of Texas Austin,United States,Austin,71.8,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
33,condensed-matter-physics,421,Jilin University,China,Changchun,71.7,53.9,N/A,https://www.usnews.com/education/best-global-universities/jilin-university-506709
34,condensed-matter-physics,213,Southern University of Science & Technology,China,Shenzhen,71.5,62.3,N/A,https://www.usnews.com/education/best-global-universities/southern-university-of-science-technology-529428
35,condensed-matter-physics,421,Beijing University of Chemical Technology,China,Beijing,71.2,53.9,N/A,https://www.usnews.com/education/best-global-universities/beijing-university-of-chemical-technology-501098
36,condensed-matter-physics,129,Sun Yat Sen University,China,Guangzhou,70.6,67.5,"58,208",https://www.usnews.com/education/best-global-universities/sun-yat-sen-university-506062
37,condensed-matter-physics,298,Beijing Institute of Technology,China,Beijing,69.1,58.4,N/A,https://www.usnews.com/education/best-global-universities/beijing-institute-of-technology-504704
38,condensed-matter-physics,69,Ecole Polytechnique Federale de Lausanne,Switzerland,Lausanne,68.6,73.2,"11,641",https://www.usnews.com/education/best-global-universities/ecole-polytechnique-federale-de-lausanne-501629
39,condensed-matter-physics,14,University of California Los Angeles,United States,Los Angeles,68.5,84.2,"43,289",https://www.usnews.com/education/best-global-universities/university-of-california-los-angeles-110662
40,condensed-matter-physics,65,King Abdulaziz University,Saudi Arabia,Jeddah,67.9,73.4,N/A,https://www.usnews.com/education/best-global-universities/king-abdulaziz-university-501597
41,condensed-matter-physics,618,Nanjing Tech University,China,Nanjing,67.2,47.9,"38,866",https://www.usnews.com/education/best-global-universities/nanjing-tech-university-501774
42,condensed-matter-physics,13,Imperial College London,United Kingdom,London (U.K.),67,84.3,"18,455",https://www.usnews.com/education/best-global-universities/imperial-college-london-505571
43,condensed-matter-physics,6,University of Washington Seattle,United States,Seattle,66.3,86.6,"47,727",https://www.usnews.com/education/best-global-universities/university-of-washington-seattle-236948
44,condensed-matter-physics,57,University of Maryland College Park,United States,College Park,66.1,74.3,"33,775",https://www.usnews.com/education/best-global-universities/university-of-maryland-college-park-163286
45,condensed-matter-physics,24,Northwestern University,United States,Evanston,66,81.2,"18,803",https://www.usnews.com/education/best-global-universities/northwestern-university-147767
46,condensed-matter-physics,360,Ulsan National Institute of Science & Technology (UNIST),South Korea,Ulsan,66,55.7,N/A,https://www.usnews.com/education/best-global-universities/ulsan-national-institute-of-science-technology-unist-528883
47,condensed-matter-physics,5,University of Oxford,United Kingdom,Oxford,65.5,86.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-oxford-503637
48,condensed-matter-physics,81,University of Tokyo,Japan,Tokyo,65.2,72.4,"26,112",https://www.usnews.com/education/best-global-universities/university-of-tokyo-500248
49,condensed-matter-physics,196,Harbin Institute of Technology,China,Harbin,64.4,63.2,N/A,https://www.usnews.com/education/best-global-universities/harbin-institute-of-technology-505604
50,condensed-matter-physics,29,ETH Zurich,Switzerland,Zurich,64.3,79.3,"21,209",https://www.usnews.com/education/best-global-universities/eth-zurich-502241
51,condensed-matter-physics,168,Hunan University,China,Changsha,64.3,65.3,"41,580",https://www.usnews.com/education/best-global-universities/hunan-university-505375
52,condensed-matter-physics,129,Seoul National University (SNU),South Korea,Seoul,64.3,67.5,"26,209",https://www.usnews.com/education/best-global-universities/seoul-national-university-snu-503456
53,condensed-matter-physics,53,Chinese University of Hong Kong,Hong Kong,Shatin,64.2,74.7,"18,468",https://www.usnews.com/education/best-global-universities/chinese-university-of-hong-kong-502973
54,condensed-matter-physics,282,Korea Advanced Institute of Science & Technology (KAIST),South Korea,Daejeon,63.5,59.1,"9,946",https://www.usnews.com/education/best-global-universities/korea-advanced-institute-of-science-technology-kaist-506336
55,condensed-matter-physics,60,Universite Paris Saclay,France,Saint-Aubin,63.5,74.1,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-saclay-529676
56,condensed-matter-physics,247,Xiamen University,China,Xiamen,63.5,60.7,N/A,https://www.usnews.com/education/best-global-universities/xiamen-university-506410
57,condensed-matter-physics,186,Technische Universitat Dresden,Germany,Dresden,63,63.6,"30,578",https://www.usnews.com/education/best-global-universities/technische-universitat-dresden-501011
58,condensed-matter-physics,180,Rice University,United States,Houston,62.9,64,"7,068",https://www.usnews.com/education/best-global-universities/rice-university-227757
59,condensed-matter-physics,18,University of Toronto,Canada,Toronto,62,83.8,"77,468",https://www.usnews.com/education/best-global-universities/university-of-toronto-499968
60,condensed-matter-physics,230,North Carolina State University,United States,Raleigh,61.5,61.5,"31,527",https://www.usnews.com/education/best-global-universities/north-carolina-state-university-199193
61,condensed-matter-physics,196,Tongji University,China,Shanghai,61.1,63.2,"30,153",https://www.usnews.com/education/best-global-universities/tongji-university-501326
